YEAR,CATEGORY,NAME,WINORLOSE
1970,ACTOR IN A LEADING ROLE,Jack Nicholson,FALSE
1970,ACTOR IN A LEADING ROLE,Ryan O'Neal,FALSE
1970,ACTOR IN A LEADING ROLE,George C. Scott,TRUE
1970,ACTRESS IN A LEADING ROLE,Jane Alexander,FALSE
1970,ACTRESS IN A LEADING ROLE,Glenda Jackson,TRUE
1970,ACTRESS IN A LEADING ROLE,Ali MacGraw,FALSE
1970,ACTRESS IN A LEADING ROLE,Sarah Miles,FALSE
1970,ACTRESS IN A LEADING ROLE,Carrie Snodgress,FALSE
1971,ACTOR IN A LEADING ROLE,Peter Finch,FALSE
1971,ACTOR IN A LEADING ROLE,Gene Hackman,TRUE
1971,ACTOR IN A LEADING ROLE,Walter Matthau,FALSE
1971,ACTOR IN A LEADING ROLE,George C. Scott,FALSE
1971,ACTOR IN A LEADING ROLE,Topol,FALSE
1971,ACTRESS IN A LEADING ROLE,Julie Christie,FALSE
1971,ACTRESS IN A LEADING ROLE,Jane Fonda,TRUE
1971,ACTRESS IN A LEADING ROLE,Glenda Jackson,FALSE
1971,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,FALSE
1971,ACTRESS IN A LEADING ROLE,Janet Suzman,FALSE
1972,ACTOR IN A LEADING ROLE,Marlon Brando,TRUE
1972,ACTOR IN A LEADING ROLE,Michael Caine,FALSE
1972,ACTOR IN A LEADING ROLE,Laurence Olivier,FALSE
1972,ACTOR IN A LEADING ROLE,Peter O'Toole,FALSE
1972,ACTOR IN A LEADING ROLE,Paul Winfield,FALSE
1972,ACTRESS IN A LEADING ROLE,Liza Minnelli,TRUE
1972,ACTRESS IN A LEADING ROLE,Diana Ross,FALSE
1972,ACTRESS IN A LEADING ROLE,Maggie Smith,FALSE
1972,ACTRESS IN A LEADING ROLE,Cicely Tyson,FALSE
1972,ACTRESS IN A LEADING ROLE,Liv Ullmann,FALSE
1973,ACTOR IN A LEADING ROLE,Marlon Brando,FALSE
1973,ACTOR IN A LEADING ROLE,Jack Lemmon,TRUE
1973,ACTOR IN A LEADING ROLE,Jack Nicholson,FALSE
1973,ACTOR IN A LEADING ROLE,Al Pacino,FALSE
1973,ACTOR IN A LEADING ROLE,Robert Redford,FALSE
1973,ACTRESS IN A LEADING ROLE,Ellen Burstyn,FALSE
1973,ACTRESS IN A LEADING ROLE,Glenda Jackson,TRUE
1973,ACTRESS IN A LEADING ROLE,Marsha Mason,FALSE
1973,ACTRESS IN A LEADING ROLE,Barbra Streisand,FALSE
1973,ACTRESS IN A LEADING ROLE,Joanne Woodward,FALSE
1974,ACTOR IN A LEADING ROLE,Art Carney,TRUE
1974,ACTOR IN A LEADING ROLE,Albert Finney,FALSE
1974,ACTOR IN A LEADING ROLE,Dustin Hoffman,FALSE
1974,ACTOR IN A LEADING ROLE,Jack Nicholson,FALSE
1974,ACTOR IN A LEADING ROLE,Al Pacino,FALSE
1974,ACTRESS IN A LEADING ROLE,Ellen Burstyn,TRUE
1974,ACTRESS IN A LEADING ROLE,Diahann Carroll,FALSE
1974,ACTRESS IN A LEADING ROLE,Faye Dunaway,FALSE
1974,ACTRESS IN A LEADING ROLE,Valerie Perrine,FALSE
1974,ACTRESS IN A LEADING ROLE,Gena Rowlands,FALSE
1975,ACTOR IN A LEADING ROLE,Walter Matthau,FALSE
1975,ACTOR IN A LEADING ROLE,Jack Nicholson,TRUE
1975,ACTOR IN A LEADING ROLE,Al Pacino,FALSE
1975,ACTOR IN A LEADING ROLE,Maximilian Schell,FALSE
1975,ACTOR IN A LEADING ROLE,James Whitmore,FALSE
1975,ACTRESS IN A LEADING ROLE,Isabelle Adjani,FALSE
1975,ACTRESS IN A LEADING ROLE,Ann-Margret,FALSE
1975,ACTRESS IN A LEADING ROLE,Louise Fletcher,TRUE
1975,ACTRESS IN A LEADING ROLE,Glenda Jackson,FALSE
1975,ACTRESS IN A LEADING ROLE,Carol Kane,FALSE
1976,ACTOR IN A LEADING ROLE,Robert De Niro,FALSE
1976,ACTOR IN A LEADING ROLE,Peter Finch,TRUE
1976,ACTOR IN A LEADING ROLE,Giancarlo Giannini,FALSE
1976,ACTOR IN A LEADING ROLE,William Holden,FALSE
1976,ACTOR IN A LEADING ROLE,Sylvester Stallone,FALSE
1976,ACTRESS IN A LEADING ROLE,Marie-Christine Barrault,FALSE
1976,ACTRESS IN A LEADING ROLE,Faye Dunaway,TRUE
1976,ACTRESS IN A LEADING ROLE,Talia Shire,FALSE
1976,ACTRESS IN A LEADING ROLE,Sissy Spacek,FALSE
1976,ACTRESS IN A LEADING ROLE,Liv Ullmann,FALSE
1977,ACTOR IN A LEADING ROLE,Woody Allen,FALSE
1977,ACTOR IN A LEADING ROLE,Richard Burton,FALSE
1977,ACTOR IN A LEADING ROLE,Richard Dreyfuss,TRUE
1977,ACTOR IN A LEADING ROLE,Marcello Mastroianni,FALSE
1977,ACTOR IN A LEADING ROLE,John Travolta,FALSE
1977,ACTRESS IN A LEADING ROLE,Anne Bancroft,FALSE
1977,ACTRESS IN A LEADING ROLE,Jane Fonda,FALSE
1977,ACTRESS IN A LEADING ROLE,Diane Keaton,TRUE
1977,ACTRESS IN A LEADING ROLE,Shirley MacLaine,FALSE
1977,ACTRESS IN A LEADING ROLE,Marsha Mason,FALSE
1978,ACTOR IN A LEADING ROLE,Warren Beatty,FALSE
1978,ACTOR IN A LEADING ROLE,Gary Busey,FALSE
1978,ACTOR IN A LEADING ROLE,Robert De Niro,FALSE
1978,ACTOR IN A LEADING ROLE,Laurence Olivier,FALSE
1978,ACTOR IN A LEADING ROLE,Jon Voight,TRUE
1978,ACTRESS IN A LEADING ROLE,Ingrid Bergman,FALSE
1978,ACTRESS IN A LEADING ROLE,Ellen Burstyn,FALSE
1978,ACTRESS IN A LEADING ROLE,Jill Clayburgh,FALSE
1978,ACTRESS IN A LEADING ROLE,Jane Fonda,TRUE
1978,ACTRESS IN A LEADING ROLE,Geraldine Page,FALSE
1979,ACTOR IN A LEADING ROLE,Dustin Hoffman,TRUE
1979,ACTOR IN A LEADING ROLE,Jack Lemmon,FALSE
1979,ACTOR IN A LEADING ROLE,Al Pacino,FALSE
1979,ACTOR IN A LEADING ROLE,Roy Scheider,FALSE
1979,ACTOR IN A LEADING ROLE,Peter Sellers,FALSE
1979,ACTRESS IN A LEADING ROLE,Jill Clayburgh,FALSE
1979,ACTRESS IN A LEADING ROLE,Sally Field,TRUE
1979,ACTRESS IN A LEADING ROLE,Jane Fonda,FALSE
1979,ACTRESS IN A LEADING ROLE,Marsha Mason,FALSE
1979,ACTRESS IN A LEADING ROLE,Bette Midler,FALSE
1980,ACTOR IN A LEADING ROLE,Robert De Niro,TRUE
1980,ACTOR IN A LEADING ROLE,Robert Duvall,FALSE
1980,ACTOR IN A LEADING ROLE,John Hurt,FALSE
1980,ACTOR IN A LEADING ROLE,Jack Lemmon,FALSE
1980,ACTOR IN A LEADING ROLE,Peter O'Toole,FALSE
1980,ACTRESS IN A LEADING ROLE,Ellen Burstyn,FALSE
1980,ACTRESS IN A LEADING ROLE,Goldie Hawn,FALSE
1980,ACTRESS IN A LEADING ROLE,Mary Tyler Moore,FALSE
1980,ACTRESS IN A LEADING ROLE,Gena Rowlands,FALSE
1980,ACTRESS IN A LEADING ROLE,Sissy Spacek,TRUE
1981,ACTOR IN A LEADING ROLE,Warren Beatty,FALSE
1981,ACTOR IN A LEADING ROLE,Henry Fonda,TRUE
1981,ACTOR IN A LEADING ROLE,Burt Lancaster,FALSE
1981,ACTOR IN A LEADING ROLE,Dudley Moore,FALSE
1981,ACTOR IN A LEADING ROLE,Paul Newman,FALSE
1981,ACTRESS IN A LEADING ROLE,Katharine Hepburn,TRUE
1981,ACTRESS IN A LEADING ROLE,Diane Keaton,FALSE
1981,ACTRESS IN A LEADING ROLE,Marsha Mason,FALSE
1981,ACTRESS IN A LEADING ROLE,Susan Sarandon,FALSE
1981,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1982,ACTOR IN A LEADING ROLE,Dustin Hoffman,FALSE
1982,ACTOR IN A LEADING ROLE,Ben Kingsley,TRUE
1982,ACTOR IN A LEADING ROLE,Jack Lemmon,FALSE
1982,ACTOR IN A LEADING ROLE,Paul Newman,FALSE
1982,ACTOR IN A LEADING ROLE,Peter O'Toole,FALSE
1982,ACTRESS IN A LEADING ROLE,Julie Andrews,FALSE
1982,ACTRESS IN A LEADING ROLE,Jessica Lange,FALSE
1982,ACTRESS IN A LEADING ROLE,Sissy Spacek,FALSE
1982,ACTRESS IN A LEADING ROLE,Meryl Streep,TRUE
1982,ACTRESS IN A LEADING ROLE,Debra Winger,FALSE
1983,ACTOR IN A LEADING ROLE,Michael Caine,FALSE
1983,ACTOR IN A LEADING ROLE,Tom Conti,FALSE
1983,ACTOR IN A LEADING ROLE,Tom Courtenay,FALSE
1983,ACTOR IN A LEADING ROLE,Robert Duvall,TRUE
1983,ACTOR IN A LEADING ROLE,Albert Finney,FALSE
1983,ACTRESS IN A LEADING ROLE,Jane Alexander,FALSE
1983,ACTRESS IN A LEADING ROLE,Shirley MacLaine,TRUE
1983,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1983,ACTRESS IN A LEADING ROLE,Julie Walters,FALSE
1983,ACTRESS IN A LEADING ROLE,Debra Winger,FALSE
1984,ACTOR IN A LEADING ROLE,F. Murray Abraham,TRUE
1984,ACTOR IN A LEADING ROLE,Jeff Bridges,FALSE
1984,ACTOR IN A LEADING ROLE,Albert Finney,FALSE
1984,ACTOR IN A LEADING ROLE,Tom Hulce,FALSE
1984,ACTOR IN A LEADING ROLE,Sam Waterston,FALSE
1984,ACTRESS IN A LEADING ROLE,Judy Davis,FALSE
1984,ACTRESS IN A LEADING ROLE,Sally Field,TRUE
1984,ACTRESS IN A LEADING ROLE,Jessica Lange,FALSE
1984,ACTRESS IN A LEADING ROLE,Vanessa Redgrave,FALSE
1984,ACTRESS IN A LEADING ROLE,Sissy Spacek,FALSE
1985,ACTOR IN A LEADING ROLE,Harrison Ford,FALSE
1985,ACTOR IN A LEADING ROLE,James Garner,FALSE
1985,ACTOR IN A LEADING ROLE,William Hurt,TRUE
1985,ACTOR IN A LEADING ROLE,Jack Nicholson,FALSE
1985,ACTOR IN A LEADING ROLE,Jon Voight,FALSE
1985,ACTRESS IN A LEADING ROLE,Anne Bancroft,FALSE
1985,ACTRESS IN A LEADING ROLE,Whoopi Goldberg,FALSE
1985,ACTRESS IN A LEADING ROLE,Jessica Lange,FALSE
1985,ACTRESS IN A LEADING ROLE,Geraldine Page,TRUE
1985,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1986,ACTOR IN A LEADING ROLE,Dexter Gordon,FALSE
1986,ACTOR IN A LEADING ROLE,Bob Hoskins,FALSE
1986,ACTOR IN A LEADING ROLE,William Hurt,FALSE
1986,ACTOR IN A LEADING ROLE,Paul Newman,TRUE
1986,ACTOR IN A LEADING ROLE,James Woods,FALSE
1986,ACTRESS IN A LEADING ROLE,Jane Fonda,FALSE
1986,ACTRESS IN A LEADING ROLE,Marlee Matlin,TRUE
1986,ACTRESS IN A LEADING ROLE,Sissy Spacek,FALSE
1986,ACTRESS IN A LEADING ROLE,Kathleen Turner,FALSE
1986,ACTRESS IN A LEADING ROLE,Sigourney Weaver,FALSE
1987,ACTOR IN A LEADING ROLE,Michael Douglas,TRUE
1987,ACTOR IN A LEADING ROLE,William Hurt,FALSE
1987,ACTOR IN A LEADING ROLE,Marcello Mastroianni,FALSE
1987,ACTOR IN A LEADING ROLE,Jack Nicholson,FALSE
1987,ACTOR IN A LEADING ROLE,Robin Williams,FALSE
1987,ACTRESS IN A LEADING ROLE,Cher,TRUE
1987,ACTRESS IN A LEADING ROLE,Glenn Close,FALSE
1987,ACTRESS IN A LEADING ROLE,Holly Hunter,FALSE
1987,ACTRESS IN A LEADING ROLE,Sally Kirkland,FALSE
1987,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1988,ACTOR IN A LEADING ROLE,Gene Hackman,FALSE
1988,ACTOR IN A LEADING ROLE,Tom Hanks,FALSE
1988,ACTOR IN A LEADING ROLE,Dustin Hoffman,TRUE
1988,ACTOR IN A LEADING ROLE,Edward James Olmos,FALSE
1988,ACTOR IN A LEADING ROLE,Max von Sydow,FALSE
1988,ACTRESS IN A LEADING ROLE,Glenn Close,FALSE
1988,ACTRESS IN A LEADING ROLE,Jodie Foster,TRUE
1988,ACTRESS IN A LEADING ROLE,Melanie Griffith,FALSE
1988,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1988,ACTRESS IN A LEADING ROLE,Sigourney Weaver,FALSE
1989,ACTOR IN A LEADING ROLE,Kenneth Branagh,FALSE
1989,ACTOR IN A LEADING ROLE,Tom Cruise,FALSE
1989,ACTOR IN A LEADING ROLE,Daniel Day Lewis,TRUE
1989,ACTOR IN A LEADING ROLE,Morgan Freeman,FALSE
1989,ACTOR IN A LEADING ROLE,Robin Williams,FALSE
1989,ACTRESS IN A LEADING ROLE,Isabelle Adjani,FALSE
1989,ACTRESS IN A LEADING ROLE,Pauline Collins,FALSE
1989,ACTRESS IN A LEADING ROLE,Jessica Lange,FALSE
1989,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,FALSE
1989,ACTRESS IN A LEADING ROLE,Jessica Tandy,TRUE
1990,ACTOR IN A LEADING ROLE,Kevin Costner,FALSE
1990,ACTOR IN A LEADING ROLE,Robert De Niro,FALSE
1990,ACTOR IN A LEADING ROLE,Gerard Depardieu,FALSE
1990,ACTOR IN A LEADING ROLE,Richard Harris,FALSE
1990,ACTOR IN A LEADING ROLE,Jeremy Irons,TRUE
1990,ACTRESS IN A LEADING ROLE,Kathy Bates,TRUE
1990,ACTRESS IN A LEADING ROLE,Anjelica Huston,FALSE
1990,ACTRESS IN A LEADING ROLE,Julia Roberts,FALSE
1990,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1990,ACTRESS IN A LEADING ROLE,Joanne Woodward,FALSE
1991,ACTOR IN A LEADING ROLE,Warren Beatty,FALSE
1991,ACTOR IN A LEADING ROLE,Robert De Niro,FALSE
1991,ACTOR IN A LEADING ROLE,Anthony Hopkins,TRUE
1991,ACTOR IN A LEADING ROLE,Nick Nolte,FALSE
1991,ACTOR IN A LEADING ROLE,Robin Williams,FALSE
1991,ACTRESS IN A LEADING ROLE,Geena Davis,FALSE
1991,ACTRESS IN A LEADING ROLE,Laura Dern,FALSE
1991,ACTRESS IN A LEADING ROLE,Jodie Foster,TRUE
1991,ACTRESS IN A LEADING ROLE,Bette Midler,FALSE
1991,ACTRESS IN A LEADING ROLE,Susan Sarandon,FALSE
1992,ACTOR IN A LEADING ROLE,Robert Downey Jr.,FALSE
1992,ACTOR IN A LEADING ROLE,Clint Eastwood,FALSE
1992,ACTOR IN A LEADING ROLE,Al Pacino,TRUE
1992,ACTOR IN A LEADING ROLE,Stephen Rea,FALSE
1992,ACTOR IN A LEADING ROLE,Denzel Washington,FALSE
1992,ACTRESS IN A LEADING ROLE,Catherine Deneuve,FALSE
1992,ACTRESS IN A LEADING ROLE,Mary McDonnell,FALSE
1992,ACTRESS IN A LEADING ROLE,Michelle Pfeiffer,FALSE
1992,ACTRESS IN A LEADING ROLE,Susan Sarandon,FALSE
1992,ACTRESS IN A LEADING ROLE,Emma Thompson,TRUE
1993,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,FALSE
1993,ACTOR IN A LEADING ROLE,Laurence Fishburne,FALSE
1993,ACTOR IN A LEADING ROLE,Tom Hanks,TRUE
1993,ACTOR IN A LEADING ROLE,Anthony Hopkins,FALSE
1993,ACTOR IN A LEADING ROLE,Liam Neeson,FALSE
1993,ACTRESS IN A LEADING ROLE,Angela Bassett,FALSE
1993,ACTRESS IN A LEADING ROLE,Stockard Channing,FALSE
1993,ACTRESS IN A LEADING ROLE,Holly Hunter,TRUE
1993,ACTRESS IN A LEADING ROLE,Emma Thompson,FALSE
1993,ACTRESS IN A LEADING ROLE,Debra Winger,FALSE
1994,ACTOR IN A LEADING ROLE,Morgan Freeman,FALSE
1994,ACTOR IN A LEADING ROLE,Tom Hanks,TRUE
1994,ACTOR IN A LEADING ROLE,Nigel Hawthorne,FALSE
1994,ACTOR IN A LEADING ROLE,Paul Newman,FALSE
1994,ACTOR IN A LEADING ROLE,John Travolta,FALSE
1994,ACTRESS IN A LEADING ROLE,Jodie Foster,FALSE
1994,ACTRESS IN A LEADING ROLE,Jessica Lange,TRUE
1994,ACTRESS IN A LEADING ROLE,Miranda Richardson,FALSE
1994,ACTRESS IN A LEADING ROLE,Winona Ryder,FALSE
1994,ACTRESS IN A LEADING ROLE,Susan Sarandon,FALSE
1995,ACTOR IN A LEADING ROLE,Nicolas Cage,TRUE
1995,ACTOR IN A LEADING ROLE,Richard Dreyfuss,FALSE
1995,ACTOR IN A LEADING ROLE,Anthony Hopkins,FALSE
1995,ACTOR IN A LEADING ROLE,Sean Penn,FALSE
1995,ACTOR IN A LEADING ROLE,Massimo Troisi,FALSE
1995,ACTRESS IN A LEADING ROLE,Susan Sarandon,TRUE
1995,ACTRESS IN A LEADING ROLE,Elisabeth Shue,FALSE
1995,ACTRESS IN A LEADING ROLE,Sharon Stone,FALSE
1995,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1995,ACTRESS IN A LEADING ROLE,Emma Thompson,FALSE
1996,ACTOR IN A LEADING ROLE,Tom Cruise,FALSE
1996,ACTOR IN A LEADING ROLE,Ralph Fiennes,FALSE
1996,ACTOR IN A LEADING ROLE,Woody Harrelson,FALSE
1996,ACTOR IN A LEADING ROLE,Geoffrey Rush,TRUE
1996,ACTOR IN A LEADING ROLE,Billy Bob Thornton,FALSE
1996,ACTRESS IN A LEADING ROLE,Brenda Blethyn,FALSE
1996,ACTRESS IN A LEADING ROLE,Diane Keaton,FALSE
1996,ACTRESS IN A LEADING ROLE,Frances McDormand,TRUE
1996,ACTRESS IN A LEADING ROLE,Kristin Scott Thomas,FALSE
1996,ACTRESS IN A LEADING ROLE,Emily Watson,FALSE
1997,ACTOR IN A LEADING ROLE,Matt Damon,FALSE
1997,ACTOR IN A LEADING ROLE,Robert Duvall,FALSE
1997,ACTOR IN A LEADING ROLE,Peter Fonda,FALSE
1997,ACTOR IN A LEADING ROLE,Dustin Hoffman,FALSE
1997,ACTOR IN A LEADING ROLE,Jack Nicholson,TRUE
1997,ACTRESS IN A LEADING ROLE,Helena Bonham Carter,FALSE
1997,ACTRESS IN A LEADING ROLE,Julie Christie,FALSE
1997,ACTRESS IN A LEADING ROLE,Judi Dench,FALSE
1997,ACTRESS IN A LEADING ROLE,Helen Hunt,TRUE
1997,ACTRESS IN A LEADING ROLE,Kate Winslet,FALSE
1998,ACTOR IN A LEADING ROLE,Roberto Benigni,TRUE
1998,ACTOR IN A LEADING ROLE,Tom Hanks,FALSE
1998,ACTOR IN A LEADING ROLE,Ian McKellen,FALSE
1998,ACTOR IN A LEADING ROLE,Nick Nolte,FALSE
1998,ACTOR IN A LEADING ROLE,Edward Norton,FALSE
1998,ACTRESS IN A LEADING ROLE,Cate Blanchett,FALSE
1998,ACTRESS IN A LEADING ROLE,Fernanda Montenegro,FALSE
1998,ACTRESS IN A LEADING ROLE,Gwyneth Paltrow,TRUE
1998,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1998,ACTRESS IN A LEADING ROLE,Emily Watson,FALSE
1999,ACTOR IN A LEADING ROLE,Russell Crowe,FALSE
1999,ACTOR IN A LEADING ROLE,Richard Farnsworth,FALSE
1999,ACTOR IN A LEADING ROLE,Sean Penn,FALSE
1999,ACTOR IN A LEADING ROLE,Kevin Spacey,TRUE
1999,ACTOR IN A LEADING ROLE,Denzel Washington,FALSE
1999,ACTRESS IN A LEADING ROLE,Annette Bening,FALSE
1999,ACTRESS IN A LEADING ROLE,Janet McTeer,FALSE
1999,ACTRESS IN A LEADING ROLE,Julianne Moore,FALSE
1999,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
1999,ACTRESS IN A LEADING ROLE,Hilary Swank,TRUE
2000,ACTOR IN A LEADING ROLE,Javier Bardem,FALSE
2000,ACTOR IN A LEADING ROLE,Russell Crowe,TRUE
2000,ACTOR IN A LEADING ROLE,Tom Hanks,FALSE
2000,ACTOR IN A LEADING ROLE,Ed Harris,FALSE
2000,ACTOR IN A LEADING ROLE,Geoffrey Rush,FALSE
2000,ACTRESS IN A LEADING ROLE,Joan Allen,FALSE
2000,ACTRESS IN A LEADING ROLE,Juliette Binoche,FALSE
2000,ACTRESS IN A LEADING ROLE,Ellen Burstyn,FALSE
2000,ACTRESS IN A LEADING ROLE,Laura Linney,FALSE
2000,ACTRESS IN A LEADING ROLE,Julia Roberts,TRUE
2001,ACTOR IN A LEADING ROLE,Russell Crowe,FALSE
2001,ACTOR IN A LEADING ROLE,Sean Penn,FALSE
2001,ACTOR IN A LEADING ROLE,Will Smith,FALSE
2001,ACTOR IN A LEADING ROLE,Denzel Washington,TRUE
2001,ACTOR IN A LEADING ROLE,Tom Wilkinson,FALSE
2001,ACTRESS IN A LEADING ROLE,Halle Berry,TRUE
2001,ACTRESS IN A LEADING ROLE,Judi Dench,FALSE
2001,ACTRESS IN A LEADING ROLE,Nicole Kidman,FALSE
2001,ACTRESS IN A LEADING ROLE,Sissy Spacek,FALSE
2001,ACTRESS IN A LEADING ROLE,RenÃ©e Zellweger,FALSE
2002,ACTOR IN A LEADING ROLE,Adrien Brody,TRUE
2002,ACTOR IN A LEADING ROLE,Nicolas Cage,FALSE
2002,ACTOR IN A LEADING ROLE,Michael Caine,FALSE
2002,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,FALSE
2002,ACTOR IN A LEADING ROLE,Jack Nicholson,FALSE
2002,ACTRESS IN A LEADING ROLE,Salma Hayek,FALSE
2002,ACTRESS IN A LEADING ROLE,Nicole Kidman,TRUE
2002,ACTRESS IN A LEADING ROLE,Diane Lane,FALSE
2002,ACTRESS IN A LEADING ROLE,Julianne Moore,FALSE
2002,ACTRESS IN A LEADING ROLE,RenÃ©e Zellweger,FALSE
2003,ACTOR IN A LEADING ROLE,Johnny Depp,FALSE
2003,ACTOR IN A LEADING ROLE,Ben Kingsley,FALSE
2003,ACTOR IN A LEADING ROLE,Jude Law,FALSE
2003,ACTOR IN A LEADING ROLE,Bill Murray,FALSE
2003,ACTOR IN A LEADING ROLE,Sean Penn,TRUE
2003,ACTRESS IN A LEADING ROLE,Keisha Castle-Hughes,FALSE
2003,ACTRESS IN A LEADING ROLE,Diane Keaton,FALSE
2003,ACTRESS IN A LEADING ROLE,Samantha Morton,FALSE
2003,ACTRESS IN A LEADING ROLE,Charlize Theron,TRUE
2003,ACTRESS IN A LEADING ROLE,Naomi Watts,FALSE
2004,ACTOR IN A LEADING ROLE,Don Cheadle,FALSE
2004,ACTOR IN A LEADING ROLE,Johnny Depp,FALSE
2004,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,FALSE
2004,ACTOR IN A LEADING ROLE,Clint Eastwood,FALSE
2004,ACTOR IN A LEADING ROLE,Jamie Foxx,TRUE
2004,ACTRESS IN A LEADING ROLE,Annette Bening,FALSE
2004,ACTRESS IN A LEADING ROLE,Catalina Sandino Moreno,FALSE
2004,ACTRESS IN A LEADING ROLE,Imelda Staunton,FALSE
2004,ACTRESS IN A LEADING ROLE,Hilary Swank,TRUE
2004,ACTRESS IN A LEADING ROLE,Kate Winslet,FALSE
2005,ACTOR IN A LEADING ROLE,Philip Seymour Hoffman,TRUE
2005,ACTOR IN A LEADING ROLE,Terrence Howard,FALSE
2005,ACTOR IN A LEADING ROLE,Heath Ledger,FALSE
2005,ACTOR IN A LEADING ROLE,Joaquin Phoenix,FALSE
2005,ACTOR IN A LEADING ROLE,David Strathairn,FALSE
2005,ACTRESS IN A LEADING ROLE,Judi Dench,FALSE
2005,ACTRESS IN A LEADING ROLE,Felicity Huffman,FALSE
2005,ACTRESS IN A LEADING ROLE,Keira Knightley,FALSE
2005,ACTRESS IN A LEADING ROLE,Charlize Theron,FALSE
2005,ACTRESS IN A LEADING ROLE,Reese Witherspoon,TRUE
2006,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,FALSE
2006,ACTOR IN A LEADING ROLE,Ryan Gosling,FALSE
2006,ACTOR IN A LEADING ROLE,Peter O'Toole,FALSE
2006,ACTOR IN A LEADING ROLE,Will Smith,FALSE
2006,ACTOR IN A LEADING ROLE,Forest Whitaker,TRUE
2006,ACTRESS IN A LEADING ROLE,PenÃ©lope Cruz,FALSE
2006,ACTRESS IN A LEADING ROLE,Judi Dench,FALSE
2006,ACTRESS IN A LEADING ROLE,Helen Mirren,TRUE
2006,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
2006,ACTRESS IN A LEADING ROLE,Kate Winslet,FALSE
2007,ACTOR IN A LEADING ROLE,George Clooney,FALSE
2007,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,TRUE
2007,ACTOR IN A LEADING ROLE,Johnny Depp,FALSE
2007,ACTOR IN A LEADING ROLE,Tommy Lee Jones,FALSE
2007,ACTOR IN A LEADING ROLE,Viggo Mortensen,FALSE
2007,ACTRESS IN A LEADING ROLE,Cate Blanchett,FALSE
2007,ACTRESS IN A LEADING ROLE,Julie Christie,FALSE
2007,ACTRESS IN A LEADING ROLE,Marion Cotillard,TRUE
2007,ACTRESS IN A LEADING ROLE,Laura Linney,FALSE
2007,ACTRESS IN A LEADING ROLE,Ellen Page,FALSE
2008,ACTOR IN A LEADING ROLE,Richard Jenkins,FALSE
2008,ACTOR IN A LEADING ROLE,Frank Langella,FALSE
2008,ACTOR IN A LEADING ROLE,Sean Penn,TRUE
2008,ACTOR IN A LEADING ROLE,Brad Pitt,FALSE
2008,ACTOR IN A LEADING ROLE,Mickey Rourke,FALSE
2008,ACTRESS IN A LEADING ROLE,Anne Hathaway,FALSE
2008,ACTRESS IN A LEADING ROLE,Angelina Jolie,FALSE
2008,ACTRESS IN A LEADING ROLE,Melissa Leo,FALSE
2008,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
2008,ACTRESS IN A LEADING ROLE,Kate Winslet,TRUE
2009,ACTOR IN A LEADING ROLE,Jeff Bridges,TRUE
2009,ACTOR IN A LEADING ROLE,George Clooney,FALSE
2009,ACTOR IN A LEADING ROLE,Colin Firth,FALSE
2009,ACTOR IN A LEADING ROLE,Morgan Freeman,FALSE
2009,ACTOR IN A LEADING ROLE,Jeremy Renner,FALSE
2009,ACTRESS IN A LEADING ROLE,Sandra Bullock,TRUE
2009,ACTRESS IN A LEADING ROLE,Helen Mirren,FALSE
2009,ACTRESS IN A LEADING ROLE,Carey Mulligan,FALSE
2009,ACTRESS IN A LEADING ROLE,Gabourey Sidibe,FALSE
2009,ACTRESS IN A LEADING ROLE,Meryl Streep,FALSE
2010,ACTOR IN A LEADING ROLE,Javier Bardem,FALSE
2010,ACTOR IN A LEADING ROLE,Jeff Bridges,FALSE
2010,ACTOR IN A LEADING ROLE,Jesse Eisenberg,FALSE
2010,ACTOR IN A LEADING ROLE,Colin Firth,TRUE
2010,ACTOR IN A LEADING ROLE,James Franco,FALSE
2010,ACTRESS IN A LEADING ROLE,Annette Bening,FALSE
2010,ACTRESS IN A LEADING ROLE,Nicole Kidman,FALSE
2010,ACTRESS IN A LEADING ROLE,Jennifer Lawrence,FALSE
2010,ACTRESS IN A LEADING ROLE,Natalie Portman,TRUE
2010,ACTRESS IN A LEADING ROLE,Michelle Williams,FALSE
2011,ACTOR IN A LEADING ROLE,DemiÃ¡n Bichir,FALSE
2011,ACTOR IN A LEADING ROLE,George Clooney,FALSE
2011,ACTOR IN A LEADING ROLE,Jean Dujardin,TRUE
